date,close,high,low,open,status,volume
2015-01-01 19:00:00,27.3325,27.86,26.8375,27.8475,ok,212818504
2015-01-04 19:00:00,26.5625,27.1625,26.3525,27.0725,ok,257141964
2015-01-05 19:00:00,26.565,26.8575,26.1575,26.635,ok,263188464
2015-01-06 19:00:00,26.9375,27.05,26.67375,26.8,ok,160423736
2015-01-07 19:00:00,27.9725,28.0375,27.175,27.3075,ok,237458188
2015-01-08 19:00:00,28.0025,28.3125,27.5525,28.1675,ok,214798108
2015-01-11 19:00:00,27.3125,28.1575,27.2,28.15,ok,198603160
2015-01-12 19:00:00,27.555,28.2,27.2275,27.8575,ok,268367712
2015-01-13 19:00:00,27.45,27.6225,27.125,27.26,ok,195826352
2015-01-14 19:00:00,26.705,27.515,26.665,27.5,ok,240055984
2015-01-15 19:00:00,26.4975,26.895,26.3,26.7575,ok,314053380
2015-01-19 19:00:00,27.18,27.216675,26.625,26.96,ok,199599628
2015-01-20 19:00:00,27.3875,27.765,27.0675,27.2375,ok,194303588
2015-01-21 19:00:00,28.1,28.1175,27.43,27.565,ok,215185636
2015-01-22 19:00:00,28.245,28.4375,27.8825,28.075,ok,185859312
2015-01-25 19:00:00,28.275,28.59065,28.2,28.435,ok,222459916
2015-01-26 19:00:00,27.285,28.12,27.2575,28.105,ok,382274996
2015-01-27 19:00:00,28.8275,29.53,28.8275,29.40625,ok,585908252
2015-01-28 19:00:00,29.725,29.7975,28.89,29.08,ok,337745728
2015-01-29 19:00:00,29.29,30.0,29.2125,29.6,ok,334981844
2015-02-01 19:00:00,29.6575,29.7925,29.02,29.5125,ok,250956400
2015-02-02 19:00:00,29.6625,29.7725,29.4025,29.625,ok,207662996
2015-02-03 19:00:00,29.89,30.1275,29.57725,29.625,ok,280598972
2015-02-04 19:00:00,29.985,30.0575,29.8125,30.005,ok,168984980
2015-02-05 19:00:00,29.7325,30.0625,29.6125,30.005,ok,174826268
2015-02-08 19:00:00,29.93,29.96,29.6075,29.6375,ok,155559188
2015-02-09 19:00:00,30.505,30.5375,30.04,30.0425,ok,248034024
2015-02-10 19:00:00,31.22,31.23,30.625,30.6925,ok,294247188
2015-02-11 19:00:00,31.615,31.87,31.3925,31.515,ok,297897864
2015-02-12 19:00:00,31.77,31.82,31.4125,31.82,ok,217088876
2015-02-16 19:00:00,31.9575,32.22,31.73,31.8725,ok,252609620
2015-02-17 19:00:00,32.17875,32.195,31.8625,31.90625,ok,179566948
2015-02-18 19:00:00,32.1125,32.2575,32.0825,32.12,ok,149449524
2015-02-19 19:00:00,32.37375,32.375,32.0125,32.155,ok,195793676
2015-02-22 19:00:00,33.25,33.25,32.415,32.505,ok,283896440
2015-02-23 19:00:00,33.0425,33.4,32.7925,33.235,ok,276912520
2015-02-24 19:00:00,32.1975,32.9,32.0375,32.89,ok,298846984
2015-02-25 19:00:00,32.60375,32.7175,31.6525,32.19625,ok,365150116
2015-02-26 19:00:00,32.115,32.6425,32.06,32.5,ok,248059388
2015-03-01 19:00:00,32.2725,32.57,32.075,32.3125,ok,192386652
2015-03-02 19:00:00,32.34,32.38,32.0225,32.24,ok,151265132
2015-03-03 19:00:00,32.135,32.39,32.08,32.275,ok,126665360
2015-03-04 19:00:00,31.6025,32.1875,31.44,32.145,ok,226068584
2015-03-05 19:00:00,31.65,32.3425,31.565,32.1,ok,291368240
2015-03-08 20:00:00,31.785,32.3925,31.265,31.99,ok,354113948
2015-03-09 20:00:00,31.1275,31.805,30.95,31.6025,ok,275426328
2015-03-10 20:00:00,30.56,31.1925,30.5275,31.1875,ok,275755896
2015-03-11 20:00:00,31.1125,31.225,30.4075,30.5775,ok,193450876
2015-03-12 20:00:00,30.8975,31.348775,30.645,31.1,ok,207309132
2015-03-15 20:00:00,31.2375,31.2375,30.7175,30.97,ok,143497200
2015-03-16 20:00:00,31.76,31.83,31.4125,31.475,ok,204092416
2015-03-17 20:00:00,32.1175,32.29,31.5925,31.75,ok,261083780
2015-03-18 20:00:00,31.87375,32.311275,31.85,32.1875,ok,183237960
2015-03-19 20:00:00,31.475,32.1,31.29,32.0625,ok,274780544
2015-03-22 20:00:00,31.8025,31.9625,31.63,31.78,ok,150838696
2015-03-23 20:00:00,31.6725,32.01,31.64,31.8075,ok,131369216
2015-03-24 20:00:00,30.845,31.705,30.845,31.635,ok,206620708
2015-03-25 20:00:00,31.06,31.22,30.65,30.69,ok,190291476
2015-03-26 20:00:00,30.8125,31.175,30.7275,31.1425,ok,158184604
2015-03-29 20:00:00,31.5925,31.6,31.0,31.0125,ok,188398680
2015-03-30 20:00:00,31.1075,31.6225,31.08875,31.5225,ok,168362212
2015-03-31 20:00:00,31.0625,31.28,30.775,31.205,ok,162485748
2015-04-01 20:00:00,31.33,31.39,31.0475,31.2575,ok,128880524
2015-04-05 20:00:00,31.8375,31.8775,31.0825,31.1175,ok,148775900
2015-04-06 20:00:00,31.5025,32.03045,31.495,31.91,ok,140049072
2015-04-07 20:00:00,31.4,31.6,31.2425,31.4625,ok,149316972
2015-04-08 20:00:00,31.64,31.645,31.165,31.4625,ok,129935896
2015-04-09 20:00:00,31.775,31.8025,31.315,31.4875,ok,160751812
2015-04-12 20:00:00,31.7125,32.1425,31.6525,32.0925,ok,145460492
2015-04-13 20:00:00,31.575,31.8225,31.4775,31.75,ok,102098372
2015-04-14 20:00:00,31.695,31.7825,31.5025,31.6025,ok,115881676
2015-04-15 20:00:00,31.5425,31.775,31.5275,31.57,ok,113475948
2015-04-16 20:00:00,31.1875,31.535,31.115,31.3875,ok,207828184
2015-04-19 20:00:00,31.9,32.03,31.2925,31.3925,ok,188217240
2015-04-20 20:00:00,31.7275,32.05,31.6675,32.025,ok,129740228
2015-04-21 20:00:00,32.155,32.2175,31.58,31.7475,ok,150618020
2015-04-22 20:00:00,32.4175,32.605,32.035,32.075,ok,183083608
2015-04-23 20:00:00,32.57,32.6575,32.3075,32.6225,ok,178103620
2015-04-26 20:00:00,33.1625,33.2825,32.7875,33.0775,ok,387816828
2015-04-27 20:00:00,32.64,33.635,32.3925,33.61375,ok,475695880
2015-04-28 20:00:00,32.16,32.8975,32.075,32.54,ok,253544332
2015-04-29 20:00:00,31.2875,31.97,31.145,31.875,ok,332781692
2015-04-30 20:00:00,32.2375,32.5325,31.325,31.525,ok,234050552
2015-05-03 20:00:00,32.175,32.6425,32.065,32.375,ok,203953112
2015-05-04 20:00:00,31.45,32.11245,31.445,32.0375,ok,197085664
2015-05-05 20:00:00,31.2525,31.6875,30.84,31.64,ok,288564040
2015-05-06 20:00:00,31.315,31.52,31.005,31.1925,ok,175763580
2015-05-07 20:00:00,31.905,31.905,31.5275,31.67,ok,222201528
2015-05-10 20:00:00,31.58,31.89,31.40625,31.8475,ok,168143028
2015-05-11 20:00:00,31.46625,31.72,31.205,31.4,ok,192640128
2015-05-12 20:00:00,31.5025,31.7975,31.4675,31.5375,ok,138776940
2015-05-13 20:00:00,32.2375,32.2375,31.79,31.8525,ok,180813824
2015-05-14 20:00:00,32.1925,32.3725,32.0525,32.2675,ok,152832136
2015-05-17 20:00:00,32.5475,32.68,32.09,32.095,ok,203531672
2015-05-18 20:00:00,32.5175,32.72,32.41,32.6725,ok,178532960
2015-05-19 20:00:00,32.515,32.745,32.335,32.5,ok,145819728
2015-05-20 20:00:00,32.8475,32.9075,32.4575,32.5175,ok,158921456
2015-05-21 20:00:00,33.135,33.2425,32.85,32.9,ok,182383888
2015-05-25 20:00:00,32.405,33.2275,32.28,33.15,ok,282790240
2015-05-26 20:00:00,33.01125,33.065,32.5125,32.585,ok,183332984
2015-05-27 20:00:00,32.945,32.9875,32.775,32.965,ok,122933236
2015-05-28 20:00:00,32.57,32.8625,32.475,32.8075,ok,203537808
2015-05-31 20:00:00,32.63375,32.8475,32.5125,32.8,ok,128451188
2015-06-01 20:00:00,32.49,32.66375,32.33,32.465,ok,134670508
2015-06-02 20:00:00,32.53,32.735,32.475,32.665,ok,123934168
2015-06-03 20:00:00,32.34,32.645,32.2275,32.395,ok,153800472
2015-06-04 20:00:00,32.1625,32.4225,32.09,32.375,ok,142507200
2015-06-07 20:00:00,31.95,32.3025,31.7075,32.225,ok,210699144
2015-06-08 20:00:00,31.855,32.02,31.405,31.675,ok,224301680
2015-06-09 20:00:00,32.22,32.335,31.9625,31.98,ok,156349000
2015-06-10 20:00:00,32.1475,32.545,32.11875,32.295,ok,141563548
2015-06-11 20:00:00,31.7925,32.0825,31.7775,32.04625,ok,147544984
2015-06-14 20:00:00,31.73,31.81,31.4275,31.525,ok,175955784
2015-06-15 20:00:00,31.9,31.9625,31.5925,31.7575,ok,125976524
2015-06-16 20:00:00,31.825,31.97,31.685,31.93,ok,131672284
2015-06-17 20:00:00,31.97,32.0775,31.805,31.8075,ok,141628880
2015-06-18 20:00:00,31.65,31.955,31.6,31.9275,ok,218867548
2015-06-21 20:00:00,31.9025,32.015,31.77,31.8725,ok,136157380
2015-06-22 20:00:00,31.7575,31.9025,31.7198,31.87,ok,121075452
2015-06-23 20:00:00,32.0275,32.45,31.78,31.8025,ok,221123420
2015-06-24 20:00:00,31.875,32.3,31.875,32.215,ok,127752400
2015-06-25 20:00:00,31.6875,31.9975,31.6275,31.9175,ok,176267364
2015-06-28 20:00:00,31.1325,31.6175,31.12,31.365,ok,196645708
2015-06-29 20:00:00,31.35625,31.53,31.215,31.3925,ok,177482728
2015-06-30 20:00:00,31.65,31.735,31.4975,31.725,ok,120955244
2015-07-01 20:00:00,31.61,31.6725,31.4425,31.6075,ok,108843808
2015-07-05 20:00:00,31.5,31.5575,31.2125,31.235,ok,112241724
2015-07-06 20:00:00,31.4225,31.5375,30.9425,31.4725,ok,187787244
2015-07-07 20:00:00,30.6425,31.16,30.635,31.12,ok,243046456
2015-07-08 20:00:00,30.0175,31.015,29.805,30.9625,ok,314380152
2015-07-09 20:00:00,30.82,30.9625,30.3025,30.485,ok,245417896
2015-07-12 20:00:00,31.415,31.43875,31.08,31.2575,ok,165762152
2015-07-13 20:00:00,31.4025,31.5925,31.26,31.51,ok,127072556
2015-07-14 20:00:00,31.705,31.7875,31.395,31.43,ok,134596800
2015-07-15 20:00:00,32.1275,32.1425,31.8375,31.935,ok,144889788
2015-07-16 20:00:00,32.405,32.405,32.0775,32.27,ok,184658840
2015-07-19 20:00:00,33.0175,33.2425,32.675,32.7425,ok,235600812
2015-07-20 20:00:00,32.6875,33.23,32.58,33.2125,ok,307025708
2015-07-21 20:00:00,31.305,31.375,30.4975,30.4975,ok,461802428
2015-07-22 20:00:00,31.29,31.7725,31.265,31.55,ok,203997808
2015-07-23 20:00:00,31.125,31.435,30.975,31.33,ok,168649328
2015-07-26 20:00:00,30.6925,30.9025,30.53,30.7725,ok,177822160
2015-07-27 20:00:00,30.845,30.9775,30.6375,30.845,ok,134472388
2015-07-28 20:00:00,30.7475,30.875,30.5675,30.7875,ok,148046612
2015-07-29 20:00:00,30.5925,30.642475,30.4275,30.58,ok,134513072
2015-07-30 20:00:00,30.325,30.660625,30.2275,30.65,ok,171539812
2015-08-02 20:00:00,29.61,30.6425,29.38,30.375,ok,279903872
2015-08-03 20:00:00,28.66,29.425,28.3125,29.355,ok,496554492
2015-08-04 20:00:00,28.85,29.36,28.025,28.2375,ok,397250452
2015-08-05 20:00:00,28.7825,29.125,28.52875,28.9925,ok,211612160
2015-08-06 20:00:00,28.88,29.0625,28.625,28.645,ok,154681620
2015-08-09 20:00:00,29.93,29.9975,29.1325,29.1325,ok,219806388
2015-08-10 20:00:00,28.3725,29.545,28.3325,29.4525,ok,388331256
2015-08-11 20:00:00,28.81,28.855,27.4075,28.1325,ok,406742440
2015-08-12 20:00:00,28.7875,29.1,28.635,29.01,ok,194143156
2015-08-13 20:00:00,28.99,29.0775,28.5025,28.58,ok,171718064
2015-08-16 20:00:00,29.29,29.4125,28.875,29.01,ok,163538980
2015-08-17 20:00:00,29.125,29.36,29.0025,29.1075,ok,138242832
2015-08-18 20:00:00,28.7525,29.13,28.67,29.025,ok,193146040
2015-08-19 20:00:00,28.1625,28.5875,27.9075,28.52,ok,274006488
2015-08-20 20:00:00,26.44,27.975,26.41125,27.6075,ok,513101884
2015-08-23 20:00:00,25.78,27.2,23.0,23.7175,ok,648825168
2015-08-24 20:00:00,25.935,27.7775,25.875,27.7775,ok,414406396
